"행정구역별(1)",행정구역별(2),2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2024,2024,2024,2024,2024,2024
"행정구역별(1)",행정구역별(2),건물수 (동),연면적 (㎡),에너지사용량 (TOE),에너지사용량 (TOE),에너지사용량 (TOE),에너지사용량 (TOE),건물수 (동),연면적 (㎡),에너지사용량 (TOE),에너지사용량 (TOE),에너지사용량 (TOE),에너지사용량 (TOE),건물수 (동),연면적 (㎡),에너지사용량 (TOE),에너지사용량 (TOE),에너지사용량 (TOE),에너지사용량 (TOE),건물수 (동),연면적 (㎡),에너지사용량 (TOE),에너지사용량 (TOE),에너지사용량 (TOE),에너지사용량 (TOE),건물수 (동),연면적 (㎡),에너지사용량 (TOE),에너지사용량 (TOE),에너지사용량 (TOE),에너지사용량 (TOE),건물수 (동),연면적 (㎡),에너지사용량 (TOE),에너지사용량 (TOE),에너지사용량 (TOE),에너지사용량 (TOE)
"행정구역별(1)",행정구역별(2),소계,소계,소계,전기,도시가스,지역난방,소계,소계,소계,전기,도시가스,지역난방,소계,소계,소계,전기,도시가스,지역난방,소계,소계,소계,전기,도시가스,지역난방,소계,소계,소계,전기,도시가스,지역난방,소계,소계,소계,전기,도시가스,지역난방
"대전광역시",소계,116249,103545068,1097720,565199,474031,58490,114707,103758694,1078933,563169,456958,58806,113509,105302257,1108594,579026,470080,59487,113711,107399699,1131186,596050,473388,61748,113530,109591037,1088621,583833,447809,56979,112739,103632930,1140492,646571,435114,58807
"대전광역시",동구,26044,13021363,135633,68313,67320,0,25606,12962336,130988,66319,64670,0,25209,13238696,134214,67617,66597,0,25106,13401697,137284,70216,67068,0,24903,13668448,134471,70823,63648,0,24574,14310510,136252,74527,61725,0
"대전광역시",중구,25318,14703398,155663,76636,79028,0,24873,14641097,151947,74610,77337,0,24329,14574800,152848,75249,77600,0,24053,14815056,153707,76315,77392,0,23655,14842674,143842,72937,70897,7,23298,14897791,147134,78195,68919,20
"대전광역시",서구,27457,33086163,312822,146668,141424,24729,26893,33103690,306583,145257,136097,25228,26588,33519183,313048,148917,139294,24837,26718,33897347,319874,153744,140619,25512,26760,34544392,314665,155633,135084,23948,26387,29232575,315541,165549,126475,23518
"대전광역시",유성구,19181,30412916,367883,203427,134559,29897,19173,30621661,364668,205808,128891,29970,19306,31160832,380183,214247,135175,30760,19645,32172213,391874,224392,135380,32102,19950,33230607,375342,217793,128285,29265,20203,32206968,420191,259039,129680,31472
"대전광역시",대덕구,18250,12321228,125718,70155,51700,3864,18161,12429909,124746,71176,49963,3607,18078,12808746,128300,72995,51415,3890,18189,13113386,128447,71383,52930,4134,18263,13304915,120301,66646,49895,3760,18277,12985085,121374,69262,48315,3797
"울산광역시",소계,102728,72432181,776866,419438,357428,0,102192,72891041,773021,411522,361499,0,102023,73873007,786035,418283,367752,0,102927,75019758,803258,429456,373802,0,104494,76860680,787759,433964,353794,0,106441,78957747,822360,470202,352158,0
"울산광역시",중구,21429,12105110,124879,55118,69761,0,21035,12016517,124322,54480,69842,0,20659,12058694,124943,54752,70191,0,20455,12071078,126591,55916,70676,0,20378,12250393,120410,55274,65136,0,20173,12386590,122789,59143,63646,0
"울산광역시",남구,26127,23056448,302386,186936,115450,0,25981,23256512,296487,181652,114835,0,25520,23387911,297698,182405,115293,0,24931,23581260,304070,187503,116567,0,24740,23869806,299008,188292,110716,0,25478,23862027,305763,197357,108406,0
"울산광역시",동구,11102,8620045,90027,38375,51652,0,11086,8658348,89423,37713,51709,0,11082,8655441,90453,38678,51775,0,11101,8692232,92886,39473,53413,0,11098,8896785,89610,40120,49491,0,11120,9184152,92602,42900,49702,0
"울산광역시",북구,12123,13154016,107716,47658,60058,0,12213,13438661,110799,48122,62677,0,12483,13869871,116020,50818,65202,0,12870,14145399,121991,55735,66257,0,13315,15067214,120806,57696,63111,0,14164,15479292,132492,67264,65228,0
