"기준년","대업종","중업종","규모","지방관서","공사규모","사업장수","근로자수"
2020,0,000,11,2000,J,228,430
2020,0,000,11,2000,J,483,723
2020,0,000,11,2000,J,535,769
2020,0,000,11,2000,J,81,122
2020,0,000,11,2010,J,1083,1787
2020,0,000,11,2020,J,1,1
2020,0,000,11,2020,J,116,190
2020,0,000,11,2020,J,117,180
2020,0,000,11,2020,J,274,384
2020,0,000,11,2020,J,76,126
2020,0,000,11,2030,J,116,224
2020,0,000,11,2030,J,262,361
2020,0,000,11,2030,J,41,67
2020,0,000,11,2030,J,71,126
2020,0,000,11,2040,J,176,287
2020,0,000,11,2040,J,49,57
2020,0,000,11,2040,J,605,975
2020,0,000,11,2050,J,37,50
2020,0,000,11,2050,J,53,86
2020,0,000,11,2050,J,54,84
2020,0,000,11,2050,J,60,78
2020,0,000,11,2050,J,85,141
2020,0,000,11,2060,J,111,170
2020,0,000,11,2060,J,166,252
2020,0,000,11,2060,J,57,100
2020,0,000,11,2060,J,67,94
2020,0,000,11,2070,J,128,225
2020,0,000,11,2070,J,15,22
2020,0,000,11,2070,J,15,26
2020,0,000,11,2070,J,16,34
2020,0,000,11,2070,J,41,74
2020,0,000,11,2070,J,48,85
2020,0,000,11,2070,J,8,15
2020,0,000,11,2070,J,9,16
2020,0,000,11,2110,J,19,33
2020,0,000,11,2110,J,2,2
2020,0,000,11,2110,J,4,7
2020,0,000,11,2110,J,59,123
2020,0,000,11,2110,J,6,10
2020,0,000,11,2110,J,8,10
2020,0,000,11,2120,J,10,18
2020,0,000,11,2120,J,13,26
2020,0,000,11,2130,J,16,37
2020,0,000,11,2130,J,26,54
2020,0,000,11,2130,J,40,94
2020,0,000,11,2130,J,7,14
2020,0,000,11,2130,J,71,150
2020,0,000,11,2140,J,2,8
2020,0,000,11,2140,J,76,137
2020,0,000,11,2150,J,11,5
2020,0,000,11,2150,J,4,7
2020,0,000,11,2150,J,7,10
2020,0,000,11,3000,J,127,233
2020,0,000,11,3000,J,16,35
2020,0,000,11,3000,J,184,341
2020,0,000,11,3000,J,330,621
2020,0,000,11,3000,J,34,92
2020,0,000,11,3000,J,35,61
2020,0,000,11,3000,J,5,13
2020,0,000,11,3000,J,86,205
2020,0,000,11,3010,J,18,47
2020,0,000,11,3010,J,20,28
2020,0,000,11,3010,J,23,31
2020,0,000,11,3010,J,46,63
2020,0,000,11,3010,J,66,77
2020,0,000,11,3020,J,12,28
2020,0,000,11,3020,J,31,60
2020,0,000,11,3020,J,32,64
2020,0,000,11,3110,J,10,22
2020,0,000,11,3110,J,111,181
2020,0,000,11,3110,J,17,37
2020,0,000,11,3110,J,17,40
2020,0,000,11,3110,J,46,90
2020,0,000,11,3110,J,54,133
2020,0,000,11,3110,J,78,146
2020,0,000,11,3110,J,8,21
2020,0,000,11,3120,J,13,24
2020,0,000,11,3120,J,158,289
2020,0,000,11,3120,J,16,29
2020,0,000,11,3120,J,17,34
2020,0,000,11,3120,J,19,35
2020,0,000,11,3130,J,25,62
2020,0,000,11,3130,J,43,94
2020,0,000,11,3130,J,74,118
2020,0,000,11,3140,J,11,21
2020,0,000,11,3140,J,132,234
2020,0,000,11,3140,J,19,45
2020,0,000,11,3140,J,20,40
2020,0,000,11,3140,J,27,53
2020,0,000,11,3140,J,5,11
2020,0,000,11,3140,J,5,12
2020,0,000,11,3140,J,6,15
2020,0,000,11,3150,J,32,46
2020,0,000,11,3150,J,33,64
2020,0,000,11,3150,J,8,9
2020,0,000,11,4000,J,10,25
2020,0,000,11,4000,J,127,189
2020,0,000,11,4000,J,171,294
2020,0,000,11,4000,J,21,45
2020,0,000,11,4000,J,33,68
2020,0,000,11,4000,J,48,104
2020,0,000,11,4000,J,5,10
2020,0,000,11,4000,J,69,124
2020,0,000,11,4010,J,111,160
2020,0,000,11,4010,J,17,28
2020,0,000,11,4010,J,18,37
2020,0,000,11,4010,J,24,59
2020,0,000,11,4010,J,29,44
2020,0,000,11,4010,J,40,73
2020,0,000,11,4010,J,8,10
2020,0,000,11,4110,J,12,20
2020,0,000,11,4110,J,17,34
2020,0,000,11,4110,J,34,84
2020,0,000,11,4110,J,4,9
2020,0,000,11,4110,J,57,115
2020,0,000,11,4110,J,72,133
2020,0,000,11,4120,J,40,81
2020,0,000,11,4120,J,95,188
2020,0,000,11,4130,J,22,42
2020,0,000,11,4130,J,24,40
2020,0,000,11,4130,J,39,79
2020,0,000,11,4130,J,8,17
2020,0,000,11,4140,J,13,28
2020,0,000,11,4140,J,16,33
2020,0,000,11,4140,J,3,8
2020,0,000,11,4140,J,63,133
2020,0,000,11,4140,J,7,19
2020,0,000,11,5000,J,1,3
2020,0,000,11,5000,J,10,20
2020,0,000,11,5000,J,108,172
2020,0,000,11,5000,J,164,233
2020,0,000,11,5000,J,17,30
2020,0,000,11,5000,J,56,82
2020,0,000,11,5010,J,130,255
2020,0,000,11,5010,J,37,55
2020,0,000,11,5010,J,47,88
2020,0,000,11,5010,J,8,20
2020,0,000,11,5110,J,115,196
2020,0,000,11,5110,J,19,25
2020,0,000,11,5110,J,22,40
2020,0,000,11,5110,J,26,57
2020,0,000,11,5110,J,46,76
2020,0,000,11,5110,J,48,87
2020,0,000,11,5110,J,54,87
2020,0,000,11,5110,J,69,97
2020,0,000,11,5120,J,224,333
2020,0,000,11,5120,J,45,72
2020,0,000,11,5130,J,11,23
2020,0,000,11,5130,J,116,199
2020,0,000,11,5130,J,22,47
2020,0,000,11,5130,J,50,96
2020,0,000,11,5130,J,70,136
2020,0,000,11,5130,J,9,13
2020,0,000,11,5140,J,11,15
2020,0,000,11,5140,J,133,251
2020,0,000,11,5140,J,49,108
2020,0,000,11,5160,J,12,14
2020,0,000,11,5160,J,157,247
2020,0,000,11,5160,J,25,38
2020,0,000,11,5160,J,26,53
2020,0,000,11,5160,J,27,50
2020,0,000,11,5160,J,28,35
2020,0,000,11,5160,J,52,95
2020,0,000,11,5160,J,9,10
2020,0,000,11,5170,J,11,18
2020,0,000,11,5170,J,2,4
2020,0,000,11,5170,J,20,33
2020,0,000,11,5170,J,77,105
2020,0,000,11,5180,J,106,157
2020,0,000,11,5180,J,48,81
2020,0,000,11,5180,J,51,74
2020,0,000,11,5180,J,57,76
2020,0,000,11,6000,J,11,18
2020,0,000,11,6000,J,192,311
2020,0,000,11,6000,J,24,45
2020,0,000,11,6000,J,25,56
2020,0,000,11,6000,J,3,2
2020,0,000,11,6000,J,3,5
2020,0,000,11,6000,J,35,49
2020,0,000,11,6000,J,6,9
2020,0,000,11,6000,J,62,112
2020,0,000,11,6000,J,8,17
2020,0,000,11,6000,J,8,19
2020,0,000,11,6000,J,9,16
2020,0,000,11,6000,J,91,163
2020,0,000,11,6110,J,10,29
2020,0,000,11,6110,J,144,280
2020,0,000,11,6110,J,16,40
2020,0,000,11,6110,J,30,68
2020,0,000,11,6110,J,6,13
2020,0,000,11,6110,J,6,14
2020,0,000,11,6110,J,7,22
2020,0,000,11,6110,J,7,23
2020,0,000,11,6110,J,7,23
2020,0,000,11,6110,J,77,176
2020,0,000,11,6120,J,67,144
2020,0,000,11,6120,J,7,12
2020,0,000,11,6130,J,10,19
2020,0,000,11,6130,J,17,47
2020,0,000,11,6130,J,73,176
2020,0,000,11,6210,J,12,29
2020,0,000,11,6210,J,13,21
2020,0,000,11,6210,J,13,23
2020,0,000,11,6210,J,20,28
2020,0,000,11,6210,J,24,27
2020,0,000,11,6210,J,3,4
2020,0,000,11,6210,J,5,12
2020,0,000,11,6210,J,6,4
2020,0,000,11,6210,J,90,78
2020,0,000,11,6220,J,10,25
2020,0,000,11,6220,J,26,58
2020,0,000,11,6220,J,62,126
2020,0,000,11,6220,J,74,155
2020,0,000,11,6220,J,9,20
2020,0,000,11,6310,J,163,310
2020,0,000,11,6310,J,36,77
2020,0,000,11,7000,J,105,194
2020,0,000,11,7000,J,17,34
2020,0,000,11,7000,J,18,32
2020,0,000,11,7000,J,2,6
2020,0,000,11,7000,J,21,46
2020,0,000,11,7000,J,232,360
2020,0,000,11,7000,J,27,49
2020,0,000,11,7000,J,35,69
2020,0,000,11,7000,J,5,7
2020,0,000,11,7000,J,51,89
2020,0,000,11,7110,J,12,31
2020,0,000,11,7110,J,13,24
2020,0,000,11,7110,J,16,37
2020,0,000,11,7110,J,17,41
2020,0,000,11,7110,J,32,67
2020,0,000,11,7110,J,37,80
2020,0,000,11,7110,J,52,106
2020,0,000,11,7110,J,57,99
2020,0,000,11,7110,J,7,10
2020,0,000,11,7110,J,8,24
2020,0,000,11,7120,J,20,41
2020,0,000,11,7120,J,26,46
2020,0,000,11,7120,J,4,7
2020,0,000,11,7120,J,61,128
2020,0,000,11,7210,J,20,43
2020,0,000,11,7210,J,21,34
2020,0,000,11,7210,J,33,61
2020,0,000,11,7210,J,48,97
2020,0,000,11,7210,J,56,95
2020,0,000,11,7220,J,22,50
2020,0,000,11,7220,J,24,53
2020,0,000,11,7220,J,30,75
2020,0,000,11,7220,J,33,69
2020,0,000,11,7220,J,48,84
2020,0,000,11,7230,J,21,37
2020,0,000,11,7230,J,60,122
2020,0,000,12,2000,J,121,841
2020,0,000,12,2000,J,169,1238
2020,0,000,12,2000,J,174,1212
2020,0,000,12,2000,J,45,341
2020,0,000,12,2010,J,408,2772
2020,0,000,12,2020,J,107,774
2020,0,000,12,2020,J,38,273
2020,0,000,12,2020,J,43,305
2020,0,000,12,2020,J,48,379
2020,0,000,12,2030,J,23,176
2020,0,000,12,2030,J,43,293
2020,0,000,12,2030,J,53,362
2020,0,000,12,2030,J,81,555
2020,0,000,12,2040,J,215,1432
2020,0,000,12,2040,J,46,342
2020,0,000,12,2040,J,60,426
2020,0,000,12,2050,J,19,157
2020,0,000,12,2050,J,23,175
2020,0,000,12,2050,J,33,229
2020,0,000,12,2050,J,36,273
2020,0,000,12,2050,J,54,394
2020,0,000,12,2060,J,33,225
2020,0,000,12,2060,J,40,298
2020,0,000,12,2060,J,53,356
2020,0,000,12,2060,J,60,425
2020,0,000,12,2070,J,11,78
2020,0,000,12,2070,J,16,98
2020,0,000,12,2070,J,31,219
2020,0,000,12,2070,J,4,25
2020,0,000,12,2070,J,45,339
2020,0,000,12,2070,J,68,475
2020,0,000,12,2070,J,7,37
2020,0,000,12,2070,J,9,68
2020,0,000,12,2110,J,2,15
2020,0,000,12,2110,J,3,22
2020,0,000,12,2110,J,4,27
2020,0,000,12,2110,J,4,30
2020,0,000,12,2110,J,55,383
2020,0,000,12,2110,J,7,52
2020,0,000,12,2120,J,11,78
2020,0,000,12,2120,J,8,56
2020,0,000,12,2130,J,17,118
2020,0,000,12,2130,J,19,128
2020,0,000,12,2130,J,4,25
2020,0,000,12,2130,J,46,312
2020,0,000,12,2130,J,5,34
2020,0,000,12,2140,J,6,48
2020,0,000,12,2140,J,64,444
2020,0,000,12,2150,J,14,89
2020,0,000,12,2150,J,2,10
2020,0,000,12,2150,J,8,57
2020,0,000,12,3000,J,102,687
2020,0,000,12,3000,J,15,109
2020,0,000,12,3000,J,18,122
2020,0,000,12,3000,J,33,228
2020,0,000,12,3000,J,37,249
2020,0,000,12,3000,J,44,305
2020,0,000,12,3000,J,48,305
2020,0,000,12,3000,J,66,437
2020,0,000,12,3010,J,18,125
2020,0,000,12,3010,J,27,202
2020,0,000,12,3010,J,34,264
2020,0,000,12,3010,J,35,262
2020,0,000,12,3010,J,52,379
2020,0,000,12,3020,J,25,187
2020,0,000,12,3020,J,33,227
2020,0,000,12,3020,J,33,239
2020,0,000,12,3110,J,11,71
2020,0,000,12,3110,J,14,101
2020,0,000,12,3110,J,22,144
2020,0,000,12,3110,J,24,169
2020,0,000,12,3110,J,3,19
2020,0,000,12,3110,J,39,266
2020,0,000,12,3110,J,43,293
2020,0,000,12,3110,J,49,323
2020,0,000,12,3120,J,26,175
2020,0,000,12,3120,J,29,190
2020,0,000,12,3120,J,30,177
2020,0,000,12,3120,J,31,186
2020,0,000,12,3120,J,93,643
2020,0,000,12,3130,J,16,111
2020,0,000,12,3130,J,42,288
2020,0,000,12,3130,J,60,413
2020,0,000,12,3140,J,10,74
2020,0,000,12,3140,J,11,70
2020,0,000,12,3140,J,17,110
2020,0,000,12,3140,J,17,112
2020,0,000,12,3140,J,31,206
2020,0,000,12,3140,J,7,42
2020,0,000,12,3140,J,8,58
2020,0,000,12,3140,J,85,564
2020,0,000,12,3150,J,11,71
2020,0,000,12,3150,J,33,223
2020,0,000,12,3150,J,34,245
2020,0,000,12,4000,J,116,794
2020,0,000,12,4000,J,121,878
2020,0,000,12,4000,J,19,133
2020,0,000,12,4000,J,2,14
2020,0,000,12,4000,J,49,306
2020,0,000,12,4000,J,65,483
2020,0,000,12,4000,J,70,489
2020,0,000,12,4000,J,8,59
2020,0,000,12,4010,J,11,75
2020,0,000,12,4010,J,13,94
2020,0,000,12,4010,J,31,218
2020,0,000,12,4010,J,35,232
2020,0,000,12,4010,J,38,273
2020,0,000,12,4010,J,5,33
2020,0,000,12,4010,J,90,665
2020,0,000,12,4110,J,4,28
2020,0,000,12,4110,J,47,307
2020,0,000,12,4110,J,5,30
2020,0,000,12,4110,J,54,366
2020,0,000,12,4110,J,72,491
2020,0,000,12,4110,J,9,60
2020,0,000,12,4120,J,30,208
2020,0,000,12,4120,J,68,470
2020,0,000,12,4130,J,12,84
2020,0,000,12,4130,J,18,127
2020,0,000,12,4130,J,2,16
2020,0,000,12,4130,J,28,187
2020,0,000,12,4140,J,13,91
2020,0,000,12,4140,J,13,94
2020,0,000,12,4140,J,2,17
2020,0,000,12,4140,J,36,265
2020,0,000,12,5000,J,11,80
2020,0,000,12,5000,J,24,165
2020,0,000,12,5000,J,30,215
2020,0,000,12,5000,J,48,332
2020,0,000,12,5000,J,62,434
2020,0,000,12,5000,J,9,53
2020,0,000,12,5010,J,14,100
2020,0,000,12,5010,J,14,101
2020,0,000,12,5010,J,36,266
2020,0,000,12,5010,J,61,432
2020,0,000,12,5110,J,20,143
2020,0,000,12,5110,J,21,152
2020,0,000,12,5110,J,21,161
2020,0,000,12,5110,J,22,168
2020,0,000,12,5110,J,24,186
2020,0,000,12,5110,J,32,224
2020,0,000,12,5110,J,48,338
2020,0,000,12,5110,J,57,416
2020,0,000,12,5120,J,31,222
2020,0,000,12,5120,J,95,681
2020,0,000,12,5130,J,21,146
2020,0,000,12,5130,J,22,158
2020,0,000,12,5130,J,25,171
2020,0,000,12,5130,J,29,217
2020,0,000,12,5130,J,48,360
2020,0,000,12,5130,J,8,58
2020,0,000,12,5140,J,13,94
2020,0,000,12,5140,J,32,230
2020,0,000,12,5140,J,49,310
2020,0,000,12,5160,J,13,92
2020,0,000,12,5160,J,15,102
2020,0,000,12,5160,J,17,119
2020,0,000,12,5160,J,18,135
2020,0,000,12,5160,J,20,125
2020,0,000,12,5160,J,23,148
2020,0,000,12,5160,J,8,53
2020,0,000,12,5160,J,91,643
2020,0,000,12,5170,J,48,359
2020,0,000,12,5170,J,8,63
2020,0,000,12,5170,J,9,58
2020,0,000,12,5180,J,37,251
2020,0,000,12,5180,J,41,285
2020,0,000,12,5180,J,45,314
2020,0,000,12,5180,J,52,359
2020,0,000,12,6000,J,10,62
2020,0,000,12,6000,J,108,798
2020,0,000,12,6000,J,14,90
2020,0,000,12,6000,J,15,102
2020,0,000,12,6000,J,31,219
2020,0,000,12,6000,J,5,33
2020,0,000,12,6000,J,5,36
2020,0,000,12,6000,J,7,48
2020,0,000,12,6000,J,7,51
2020,0,000,12,6000,J,74,513
2020,0,000,12,6000,J,75,485
2020,0,000,12,6000,J,80,573
2020,0,000,12,6000,J,9,67
2020,0,000,12,6110,J,10,79
2020,0,000,12,6110,J,126,804
2020,0,000,12,6110,J,15,103
2020,0,000,12,6110,J,18,130
2020,0,000,12,6110,J,24,165
2020,0,000,12,6110,J,4,27
2020,0,000,12,6110,J,61,419
2020,0,000,12,6110,J,7,49
2020,0,000,12,6110,J,7,53
2020,0,000,12,6110,J,9,59
2020,0,000,12,6120,J,13,99
2020,0,000,12,6120,J,62,434
2020,0,000,12,6130,J,11,72
2020,0,000,12,6130,J,11,79
2020,0,000,12,6130,J,55,369
2020,0,000,12,6210,J,1,6
2020,0,000,12,6210,J,12,78
2020,0,000,12,6210,J,20,133
2020,0,000,12,6210,J,4,24
2020,0,000,12,6210,J,46,322
2020,0,000,12,6210,J,6,38
2020,0,000,12,6210,J,7,45
2020,0,000,12,6210,J,9,59
2020,0,000,12,6210,J,9,60
2020,0,000,12,6220,J,19,138
2020,0,000,12,6220,J,32,227
2020,0,000,12,6220,J,33,204
2020,0,000,12,6220,J,47,316
2020,0,000,12,6220,J,71,492
2020,0,000,12,6310,J,112,800
2020,0,000,12,6310,J,62,407
2020,0,000,12,7000,J,10,72
2020,0,000,12,7000,J,104,711
2020,0,000,12,7000,J,19,134
2020,0,000,12,7000,J,20,119
2020,0,000,12,7000,J,33,233
2020,0,000,12,7000,J,46,337
2020,0,000,12,7000,J,50,338
2020,0,000,12,7000,J,52,333
2020,0,000,12,7000,J,9,60
2020,0,000,12,7000,J,93,619
2020,0,000,12,7110,J,10,64
2020,0,000,12,7110,J,11,72
2020,0,000,12,7110,J,11,74
2020,0,000,12,7110,J,13,94
2020,0,000,12,7110,J,27,185
2020,0,000,12,7110,J,41,299
2020,0,000,12,7110,J,5,30
2020,0,000,12,7110,J,55,416
2020,0,000,12,7110,J,6,40
2020,0,000,12,7110,J,9,56
2020,0,000,12,7120,J,24,152
2020,0,000,12,7120,J,24,156
2020,0,000,12,7120,J,30,203
2020,0,000,12,7120,J,4,29
2020,0,000,12,7210,J,13,88
2020,0,000,12,7210,J,15,110
2020,0,000,12,7210,J,19,126
2020,0,000,12,7210,J,41,302
2020,0,000,12,7210,J,42,291
2020,0,000,12,7220,J,21,128
2020,0,000,12,7220,J,24,153
2020,0,000,12,7220,J,31,207
2020,0,000,12,7220,J,38,243
2020,0,000,12,7220,J,5,32
2020,0,000,12,7230,J,25,155
2020,0,000,12,7230,J,43,293
2020,0,000,13,2000,J,121,1638
2020,0,000,13,2000,J,185,2470
2020,0,000,13,2000,J,276,3782
2020,0,000,13,2000,J,369,5030
2020,0,000,13,2010,J,675,9015
2020,0,000,13,2020,J,102,1326
2020,0,000,13,2020,J,177,2297
2020,0,000,13,2020,J,59,799
2020,0,000,13,2020,J,77,989
2020,0,000,13,2030,J,116,1591
2020,0,000,13,2030,J,53,735
2020,0,000,13,2030,J,75,1053
2020,0,000,13,2030,J,78,1084
2020,0,000,13,2040,J,253,3500
2020,0,000,13,2040,J,79,1050
2020,0,000,13,2040,J,91,1242
2020,0,000,13,2050,J,36,467
2020,0,000,13,2050,J,44,583
2020,0,000,13,2050,J,49,661
2020,0,000,13,2050,J,80,1068
2020,0,000,13,2050,J,86,1047
2020,0,000,13,2060,J,38,505
2020,0,000,13,2060,J,60,775
2020,0,000,13,2060,J,80,1084
2020,0,000,13,2060,J,82,1127
2020,0,000,13,2070,J,17,220
2020,0,000,13,2070,J,17,247
2020,0,000,13,2070,J,29,360
2020,0,000,13,2070,J,46,579
2020,0,000,13,2070,J,55,710
2020,0,000,13,2070,J,6,80
2020,0,000,13,2070,J,6,89
2020,0,000,13,2070,J,9,137
2020,0,000,13,2110,J,5,76
2020,0,000,13,2110,J,55,702
2020,0,000,13,2110,J,7,108
2020,0,000,13,2110,J,7,109
2020,0,000,13,2110,J,9,114
2020,0,000,13,2120,J,8,113
2020,0,000,13,2120,J,9,112
2020,0,000,13,2130,J,15,203
2020,0,000,13,2130,J,20,258
2020,0,000,13,2130,J,54,677
2020,0,000,13,2130,J,6,88
2020,0,000,13,2130,J,7,83
2020,0,000,13,2140,J,6,91
2020,0,000,13,2140,J,67,879
2020,0,000,13,2150,J,2,30
2020,0,000,13,2150,J,5,64
2020,0,000,13,2150,J,9,115
2020,0,000,13,3000,J,161,2179
2020,0,000,13,3000,J,17,238
2020,0,000,13,3000,J,19,279
2020,0,000,13,3000,J,26,358
2020,0,000,13,3000,J,50,668
2020,0,000,13,3000,J,67,928
2020,0,000,13,3000,J,67,933
2020,0,000,13,3000,J,77,1083
2020,0,000,13,3010,J,11,154
2020,0,000,13,3010,J,33,448
2020,0,000,13,3010,J,39,565
2020,0,000,13,3010,J,59,804
2020,0,000,13,3010,J,72,921
2020,0,000,13,3020,J,13,175
2020,0,000,13,3020,J,30,418
2020,0,000,13,3020,J,46,627
2020,0,000,13,3110,J,13,177
2020,0,000,13,3110,J,16,223
2020,0,000,13,3110,J,3,37
2020,0,000,13,3110,J,34,475
2020,0,000,13,3110,J,35,450
2020,0,000,13,3110,J,4,65
2020,0,000,13,3110,J,52,716
2020,0,000,13,3110,J,70,934
2020,0,000,13,3120,J,110,1444
2020,0,000,13,3120,J,17,211
2020,0,000,13,3120,J,18,206
2020,0,000,13,3120,J,18,209
2020,0,000,13,3120,J,34,445
2020,0,000,13,3130,J,16,215
2020,0,000,13,3130,J,32,405
2020,0,000,13,3130,J,74,931
2020,0,000,13,3140,J,10,139
2020,0,000,13,3140,J,12,162
2020,0,000,13,3140,J,13,183
2020,0,000,13,3140,J,25,354
2020,0,000,13,3140,J,6,97
2020,0,000,13,3140,J,73,967
2020,0,000,13,3140,J,8,119
2020,0,000,13,3140,J,9,134
2020,0,000,13,3150,J,16,195
2020,0,000,13,3150,J,30,411
2020,0,000,13,3150,J,33,407
2020,0,000,13,4000,J,119,1532
2020,0,000,13,4000,J,131,1816
2020,0,000,13,4000,J,18,252
2020,0,000,13,4000,J,30,416
2020,0,000,13,4000,J,49,671
2020,0,000,13,4000,J,62,771
2020,0,000,13,4000,J,7,105
2020,0,000,13,4000,J,9,136
2020,0,000,13,4010,J,100,1344
2020,0,000,13,4010,J,11,151
2020,0,000,13,4010,J,17,223
2020,0,000,13,4010,J,22,311
2020,0,000,13,4010,J,4,53
2020,0,000,13,4010,J,42,567
2020,0,000,13,4010,J,9,112
2020,0,000,13,4110,J,10,130
2020,0,000,13,4110,J,11,138
2020,0,000,13,4110,J,2,30
2020,0,000,13,4110,J,29,374
2020,0,000,13,4110,J,43,578
2020,0,000,13,4110,J,55,758
2020,0,000,13,4120,J,1,14
2020,0,000,13,4120,J,24,339
2020,0,000,13,4120,J,63,831
2020,0,000,13,4130,J,11,159
2020,0,000,13,4130,J,21,278
2020,0,000,13,4130,J,23,317
2020,0,000,13,4130,J,7,93
2020,0,000,13,4140,J,17,218
2020,0,000,13,4140,J,26,353
2020,0,000,13,4140,J,6,89
2020,0,000,13,4140,J,6,90
2020,0,000,13,4140,J,7,90
2020,0,000,13,5000,J,13,165
2020,0,000,13,5000,J,2,33
2020,0,000,13,5000,J,25,338
2020,0,000,13,5000,J,30,377
2020,0,000,13,5000,J,83,1131
2020,0,000,13,5000,J,88,1224
2020,0,000,13,5010,J,13,172
2020,0,000,13,5010,J,31,427
2020,0,000,13,5010,J,66,834
2020,0,000,13,5010,J,99,1295
2020,0,000,13,5110,J,110,1471
2020,0,000,13,5110,J,21,281
2020,0,000,13,5110,J,32,379
2020,0,000,13,5110,J,32,440
2020,0,000,13,5110,J,38,536
2020,0,000,13,5110,J,40,489
2020,0,000,13,5110,J,40,506
2020,0,000,13,5110,J,63,809
2020,0,000,13,5120,J,122,1623
2020,0,000,13,5120,J,22,286
2020,0,000,13,5130,J,16,222
2020,0,000,13,5130,J,17,236
2020,0,000,13,5130,J,34,442
2020,0,000,13,5130,J,41,559
2020,0,000,13,5130,J,55,733
2020,0,000,13,5130,J,77,1029
2020,0,000,13,5140,J,12,156
2020,0,000,13,5140,J,29,356
2020,0,000,13,5140,J,56,768
2020,0,000,13,5160,J,104,1356
2020,0,000,13,5160,J,12,165
2020,0,000,13,5160,J,18,209
2020,0,000,13,5160,J,19,237
2020,0,000,13,5160,J,23,323
2020,0,000,13,5160,J,24,307
2020,0,000,13,5160,J,6,84
2020,0,000,13,5160,J,7,105
2020,0,000,13,5170,J,18,243
2020,0,000,13,5170,J,51,698
2020,0,000,13,5170,J,9,125
2020,0,000,13,5180,J,25,350
2020,0,000,13,5180,J,35,498
2020,0,000,13,5180,J,43,570
2020,0,000,13,5180,J,47,630
2020,0,000,13,6000,J,10,146
2020,0,000,13,6000,J,102,1351
2020,0,000,13,6000,J,11,154
2020,0,000,13,6000,J,12,158
2020,0,000,13,6000,J,13,180
2020,0,000,13,6000,J,25,311
2020,0,000,13,6000,J,3,34
2020,0,000,13,6000,J,36,459
2020,0,000,13,6000,J,5,68
2020,0,000,13,6000,J,8,114
2020,0,000,13,6000,J,81,1085
2020,0,000,13,6000,J,84,1102
2020,0,000,13,6000,J,9,122
2020,0,000,13,6110,J,10,130
2020,0,000,13,6110,J,105,1356
2020,0,000,13,6110,J,23,288
2020,0,000,13,6110,J,24,327
2020,0,000,13,6110,J,3,37
2020,0,000,13,6110,J,5,80
2020,0,000,13,6110,J,53,713
2020,0,000,13,6110,J,6,96
2020,0,000,13,6110,J,7,88
2020,0,000,13,6110,J,8,108
2020,0,000,13,6120,J,19,273
2020,0,000,13,6120,J,67,887
2020,0,000,13,6130,J,10,127
2020,0,000,13,6130,J,16,211
2020,0,000,13,6130,J,53,686
2020,0,000,13,6210,J,11,166
2020,0,000,13,6210,J,16,210
2020,0,000,13,6210,J,17,224
2020,0,000,13,6210,J,18,248
2020,0,000,13,6210,J,4,49
2020,0,000,13,6210,J,50,695
2020,0,000,13,6210,J,6,79
2020,0,000,13,6210,J,7,86
2020,0,000,13,6210,J,9,129
2020,0,000,13,6220,J,11,144
2020,0,000,13,6220,J,15,189
2020,0,000,13,6220,J,35,440
2020,0,000,13,6220,J,61,824
2020,0,000,13,6220,J,81,1035
2020,0,000,13,6310,J,36,481
2020,0,000,13,6310,J,97,1281
2020,0,000,13,7000,J,105,1444
2020,0,000,13,7000,J,149,1986
2020,0,000,13,7000,J,18,242
2020,0,000,13,7000,J,21,314
2020,0,000,13,7000,J,31,388
2020,0,000,13,7000,J,32,402
2020,0,000,13,7000,J,33,480
2020,0,000,13,7000,J,5,72
2020,0,000,13,7000,J,54,741
2020,0,000,13,7000,J,8,106
2020,0,000,13,7110,J,11,163
2020,0,000,13,7110,J,13,180
2020,0,000,13,7110,J,13,189
2020,0,000,13,7110,J,15,194
2020,0,000,13,7110,J,16,206
2020,0,000,13,7110,J,24,303
2020,0,000,13,7110,J,40,517
2020,0,000,13,7110,J,46,587
2020,0,000,13,7110,J,57,773
2020,0,000,13,7110,J,8,103
2020,0,000,13,7120,J,11,145
2020,0,000,13,7120,J,16,226
2020,0,000,13,7120,J,52,705
2020,0,000,13,7120,J,6,76
2020,0,000,13,7210,J,13,171
2020,0,000,13,7210,J,17,233
2020,0,000,13,7210,J,25,315
2020,0,000,13,7210,J,30,408
2020,0,000,13,7210,J,44,629
2020,0,000,13,7220,J,14,177
2020,0,000,13,7220,J,22,306
2020,0,000,13,7220,J,28,382
2020,0,000,13,7220,J,8,120
2020,0,000,13,7220,J,9,129
2020,0,000,13,7230,J,12,178
2020,0,000,13,7230,J,31,395
2020,0,000,21,2000,J,104,2478
2020,0,000,21,2000,J,139,3210
2020,0,000,21,2000,J,212,5076
2020,0,000,21,2000,J,38,899
2020,0,000,21,2010,J,295,6858
2020,0,000,21,2020,J,22,525
2020,0,000,21,2020,J,30,741
2020,0,000,21,2020,J,39,939
2020,0,000,21,2020,J,61,1439
2020,0,000,21,2030,J,21,498
2020,0,000,21,2030,J,29,670
2020,0,000,21,2030,J,32,736
2020,0,000,21,2030,J,71,1700
2020,0,000,21,2040,J,125,2926
2020,0,000,21,2040,J,26,618
2020,0,000,21,2040,J,29,691
2020,0,000,21,2050,J,10,246
2020,0,000,21,2050,J,14,347
2020,0,000,21,2050,J,19,458
2020,0,000,21,2050,J,23,543
2020,0,000,21,2050,J,29,693
