"기준년","대업종","중업종","규모","지방관서","공사금액","사업장수","근로자수"
2019,2,209,13,7220,J,17,241
2019,2,209,13,7230,J,15,209
2019,2,209,21,2010,J,2,46
2019,2,209,21,2020,J,6,148
2019,2,209,21,2030,J,1,24
2019,2,209,21,2040,J,3,64
2019,2,209,21,2050,J,2,46
2019,2,209,21,2060,J,3,65
2019,2,209,21,2070,J,77,1828
2019,2,209,21,2110,J,1,23
2019,2,209,21,2130,J,3,68
2019,2,209,21,2140,J,5,127
2019,2,209,21,2150,J,1,22
2019,2,209,21,3000,J,9,211
2019,2,209,21,3010,J,17,397
2019,2,209,21,3020,J,54,1271
2019,2,209,21,3110,J,22,532
2019,2,209,21,3120,J,66,1592
2019,2,209,21,3130,J,113,2676
2019,2,209,21,3140,J,8,187
2019,2,209,21,4000,J,48,1133
2019,2,209,21,4010,J,77,1890
2019,2,209,21,4110,J,24,565
2019,2,209,21,4120,J,45,1088
2019,2,209,21,4130,J,11,263
2019,2,209,21,4140,J,1,20
2019,2,209,21,5000,J,59,1374
2019,2,209,21,5010,J,56,1324
2019,2,209,21,5110,J,238,5701
2019,2,209,21,5120,J,106,2512
2019,2,209,21,5130,J,26,643
2019,2,209,21,5140,J,119,2835
2019,2,209,21,5160,J,74,1708
2019,2,209,21,5170,J,82,1981
2019,2,209,21,5180,J,45,1071
2019,2,209,21,6000,J,61,1439
2019,2,209,21,6110,J,24,567
2019,2,209,21,6120,J,14,331
2019,2,209,21,6130,J,16,387
2019,2,209,21,6210,J,5,121
2019,2,209,21,6220,J,24,595
2019,2,209,21,6310,J,6,145
2019,2,209,21,7000,J,39,897
2019,2,209,21,7110,J,95,2294
2019,2,209,21,7120,J,63,1522
2019,2,209,21,7210,J,98,2351
2019,2,209,21,7220,J,14,342
2019,2,209,21,7230,J,8,178
2019,2,209,22,2000,J,1,39
2019,2,209,22,2010,J,2,72
2019,2,209,22,2040,J,3,107
2019,2,209,22,2050,J,1,31
2019,2,209,22,2060,J,10,353
2019,2,209,22,2070,J,52,1974
2019,2,209,22,2110,J,2,87
2019,2,209,22,2120,J,1,42
2019,2,209,22,2130,J,1,41
2019,2,209,22,2140,J,9,355
2019,2,209,22,2150,J,1,39
2019,2,209,22,3000,J,14,523
2019,2,209,22,3010,J,18,638
2019,2,209,22,3020,J,53,1985
2019,2,209,22,3110,J,16,603
2019,2,209,22,3120,J,64,2516
2019,2,209,22,3130,J,98,3652
2019,2,209,22,3140,J,4,148
2019,2,209,22,3150,J,2,71
2019,2,209,22,4000,J,31,1229
2019,2,209,22,4010,J,59,2236
2019,2,209,22,4110,J,23,865
2019,2,209,22,4120,J,52,2002
2019,2,209,22,4130,J,5,206
2019,2,209,22,4140,J,1,31
2019,2,209,22,5000,J,61,2266
2019,2,209,22,5010,J,50,1933
2019,2,209,22,5110,J,162,6083
2019,2,209,22,5120,J,64,2414
2019,2,209,22,5130,J,21,780
2019,2,209,22,5140,J,110,4215
2019,2,209,22,5160,J,57,2075
2019,2,209,22,5170,J,93,3567
2019,2,209,22,5180,J,41,1563
2019,2,209,22,6000,J,48,1877
2019,2,209,22,6110,J,13,461
2019,2,209,22,6120,J,14,506
2019,2,209,22,6130,J,6,241
2019,2,209,22,6210,J,2,77
2019,2,209,22,6220,J,27,966
2019,2,209,22,6310,J,2,70
2019,2,209,22,7000,J,58,2202
2019,2,209,22,7110,J,76,2794
2019,2,209,22,7120,J,38,1484
2019,2,209,22,7210,J,96,3618
2019,2,209,22,7220,J,6,219
2019,2,209,22,7230,J,12,495
2019,2,209,31,2000,J,2,118
2019,2,209,31,2010,J,1,76
2019,2,209,31,2020,J,1,52
2019,2,209,31,2040,J,1,50
2019,2,209,31,2060,J,5,318
2019,2,209,31,2070,J,31,2110
2019,2,209,31,2110,J,1,68
2019,2,209,31,2120,J,2,129
2019,2,209,31,2130,J,1,61
2019,2,209,31,2140,J,7,546
2019,2,209,31,2150,J,1,52
2019,2,209,31,3000,J,9,622
2019,2,209,31,3010,J,11,771
2019,2,209,31,3020,J,30,2149
2019,2,209,31,3110,J,14,903
2019,2,209,31,3120,J,47,3235
2019,2,209,31,3130,J,61,4079
2019,2,209,31,3140,J,3,224
2019,2,209,31,4000,J,11,768
2019,2,209,31,4010,J,30,2056
2019,2,209,31,4110,J,20,1268
2019,2,209,31,4120,J,27,1834
2019,2,209,31,5000,J,29,2068
2019,2,209,31,5010,J,19,1506
2019,2,209,31,5110,J,82,5620
2019,2,209,31,5120,J,36,2415
2019,2,209,31,5130,J,6,379
2019,2,209,31,5140,J,75,5130
2019,2,209,31,5160,J,13,810
2019,2,209,31,5170,J,47,3069
2019,2,209,31,5180,J,13,899
2019,2,209,31,6000,J,32,2392
2019,2,209,31,6110,J,16,1112
2019,2,209,31,6120,J,11,772
2019,2,209,31,6130,J,12,812
2019,2,209,31,6210,J,2,104
2019,2,209,31,6220,J,31,2052
2019,2,209,31,7000,J,54,3866
2019,2,209,31,7110,J,45,3050
2019,2,209,31,7120,J,37,2547
2019,2,209,31,7210,J,70,4678
2019,2,209,31,7220,J,7,555
2019,2,209,31,7230,J,11,760
2019,2,209,43,2040,J,1,142
2019,2,209,43,2060,J,2,394
2019,2,209,43,2070,J,6,889
2019,2,209,43,2140,J,1,161
2019,2,209,43,3000,J,3,616
2019,2,209,43,3010,J,3,644
2019,2,209,43,3020,J,13,2004
2019,2,209,43,3110,J,8,1100
2019,2,209,43,3120,J,51,7983
2019,2,209,43,3130,J,27,4925
2019,2,209,43,3140,J,1,277
2019,2,209,43,3150,J,2,294
2019,2,209,43,4000,J,14,2314
2019,2,209,43,4010,J,19,2927
2019,2,209,43,4110,J,7,1184
2019,2,209,43,4120,J,18,3358
2019,2,209,43,4130,J,2,329
2019,2,209,43,5000,J,18,2774
2019,2,209,43,5010,J,4,647
2019,2,209,43,5110,J,23,3639
2019,2,209,43,5120,J,4,689
2019,2,209,43,5130,J,9,1427
2019,2,209,43,5140,J,27,4286
2019,2,209,43,5160,J,5,547
2019,2,209,43,5170,J,26,3738
2019,2,209,43,5180,J,6,834
2019,2,209,43,6000,J,13,1998
2019,2,209,43,6110,J,9,1281
2019,2,209,43,6120,J,3,459
2019,2,209,43,6130,J,4,530
2019,2,209,43,6210,J,1,185
2019,2,209,43,6220,J,24,3654
2019,2,209,43,7000,J,19,2927
2019,2,209,43,7110,J,25,4022
2019,2,209,43,7120,J,19,2757
2019,2,209,43,7210,J,34,5158
2019,2,209,43,7220,J,3,439
2019,2,209,43,7230,J,2,336
2019,2,209,51,3120,J,7,2635
2019,2,209,51,3130,J,4,1440
2019,2,209,51,4010,J,1,480
2019,2,209,51,4120,J,2,893
2019,2,209,51,5000,J,2,708
2019,2,209,51,5010,J,1,490
2019,2,209,51,5110,J,1,325
2019,2,209,51,5130,J,1,344
2019,2,209,51,5140,J,2,854
2019,2,209,51,5160,J,1,354
2019,2,209,51,5170,J,1,313
2019,2,209,51,6110,J,3,964
2019,2,209,51,6120,J,1,347
2019,2,209,51,6220,J,5,1861
2019,2,209,51,7000,J,3,1070
2019,2,209,51,7110,J,3,1313
2019,2,209,51,7120,J,2,731
2019,2,209,51,7210,J,3,1092
2019,2,209,51,7220,J,1,301
2019,2,209,61,3000,J,1,774
2019,2,209,61,3010,J,1,516
2019,2,209,61,3120,J,4,2608
2019,2,209,61,3130,J,4,3126
2019,2,209,61,4010,J,1,730
2019,2,209,61,4110,J,1,596
2019,2,209,61,4120,J,1,711
2019,2,209,61,4130,J,1,519
2019,2,209,61,5110,J,2,1231
2019,2,209,61,5130,J,2,1258
2019,2,209,61,6120,J,1,652
2019,2,209,61,6220,J,3,2368
2019,2,209,61,7000,J,1,721
2019,2,209,61,7110,J,1,825
2019,2,209,61,7210,J,1,584
2019,2,209,61,7230,J,1,579
2019,2,209,73,3110,J,1,1168
2019,2,209,73,3120,J,1,1070
2019,2,209,73,3130,J,1,2522
2019,2,209,73,5010,J,1,1594
2019,2,209,73,6000,J,2,3897
2019,2,209,73,6130,J,1,1231
2019,2,209,73,6220,J,3,3680
2019,2,209,73,7000,J,3,6463
2019,2,209,73,7110,J,1,1368
2019,2,209,73,7230,J,2,2567
2019,2,210,11,2000,J,41,72
2019,2,210,11,2010,J,11,22
2019,2,210,11,2020,J,43,68
2019,2,210,11,2030,J,17,29
2019,2,210,11,2040,J,22,34
2019,2,210,11,2050,J,13,13
2019,2,210,11,2060,J,37,57
2019,2,210,11,2070,J,32,47
2019,2,210,11,2110,J,22,38
2019,2,210,11,2130,J,10,14
2019,2,210,11,2140,J,12,24
2019,2,210,11,2150,J,2,0
2019,2,210,11,3000,J,20,35
2019,2,210,11,3010,J,12,18
2019,2,210,11,3020,J,16,31
2019,2,210,11,3110,J,8,11
2019,2,210,11,3120,J,4,6
2019,2,210,11,3130,J,8,15
2019,2,210,11,3140,J,8,15
2019,2,210,11,3150,J,2,5
2019,2,210,11,4000,J,37,68
2019,2,210,11,4010,J,26,49
2019,2,210,11,4110,J,6,12
2019,2,210,11,4120,J,7,11
2019,2,210,11,4130,J,4,6
2019,2,210,11,4140,J,3,1
2019,2,210,11,5000,J,77,142
2019,2,210,11,5010,J,51,99
2019,2,210,11,5110,J,104,206
2019,2,210,11,5120,J,61,108
2019,2,210,11,5130,J,50,73
2019,2,210,11,5140,J,43,97
2019,2,210,11,5160,J,86,155
2019,2,210,11,5170,J,37,65
2019,2,210,11,5180,J,31,47
2019,2,210,11,6000,J,43,85
2019,2,210,11,6110,J,36,66
2019,2,210,11,6120,J,6,16
2019,2,210,11,6130,J,1,1
2019,2,210,11,6210,J,7,16
2019,2,210,11,6220,J,11,14
2019,2,210,11,6310,J,32,43
2019,2,210,11,7000,J,65,112
2019,2,210,11,7110,J,47,85
2019,2,210,11,7120,J,28,44
2019,2,210,11,7210,J,55,78
2019,2,210,11,7220,J,6,12
2019,2,210,12,2000,J,14,90
2019,2,210,12,2010,J,8,56
2019,2,210,12,2020,J,8,51
2019,2,210,12,2040,J,6,34
2019,2,210,12,2050,J,4,27
2019,2,210,12,2060,J,6,41
2019,2,210,12,2070,J,15,103
2019,2,210,12,2110,J,7,43
2019,2,210,12,2130,J,2,14
2019,2,210,12,2140,J,4,27
2019,2,210,12,3000,J,3,18
2019,2,210,12,3010,J,4,28
2019,2,210,12,3020,J,3,22
2019,2,210,12,3120,J,1,5
2019,2,210,12,3130,J,7,42
2019,2,210,12,3140,J,4,26
2019,2,210,12,4000,J,10,64
2019,2,210,12,4010,J,6,38
2019,2,210,12,4110,J,1,5
2019,2,210,12,4120,J,5,26
2019,2,210,12,4140,J,1,9
2019,2,210,12,5000,J,31,216
2019,2,210,12,5010,J,7,51
2019,2,210,12,5110,J,27,171
2019,2,210,12,5120,J,27,174
2019,2,210,12,5130,J,13,85
2019,2,210,12,5140,J,13,81
2019,2,210,12,5160,J,29,193
2019,2,210,12,5170,J,6,39
2019,2,210,12,5180,J,14,95
2019,2,210,12,6000,J,13,85
2019,2,210,12,6110,J,9,60
2019,2,210,12,6120,J,1,7
2019,2,210,12,6130,J,2,11
2019,2,210,12,6220,J,2,14
2019,2,210,12,6310,J,4,31
2019,2,210,12,7000,J,21,153
2019,2,210,12,7110,J,25,169
2019,2,210,12,7120,J,14,96
2019,2,210,12,7210,J,9,66
2019,2,210,12,7220,J,3,21
2019,2,210,12,7230,J,1,6
2019,2,210,13,2000,J,4,64
2019,2,210,13,2010,J,5,69
2019,2,210,13,2030,J,2,23
2019,2,210,13,2040,J,3,45
2019,2,210,13,2060,J,7,100
2019,2,210,13,2070,J,7,95
2019,2,210,13,2110,J,2,26
2019,2,210,13,2130,J,1,17
2019,2,210,13,2140,J,5,74
2019,2,210,13,2150,J,1,12
2019,2,210,13,3000,J,1,11
2019,2,210,13,3010,J,2,24
2019,2,210,13,3020,J,1,11
2019,2,210,13,3110,J,3,33
2019,2,210,13,3120,J,2,30
2019,2,210,13,3130,J,3,35
2019,2,210,13,3140,J,4,46
2019,2,210,13,4000,J,7,105
2019,2,210,13,4010,J,3,45
2019,2,210,13,4120,J,1,11
2019,2,210,13,4130,J,2,37
2019,2,210,13,4140,J,2,24
2019,2,210,13,5000,J,38,539
2019,2,210,13,5010,J,12,179
2019,2,210,13,5110,J,24,325
2019,2,210,13,5120,J,20,303
2019,2,210,13,5130,J,12,173
2019,2,210,13,5140,J,12,182
2019,2,210,13,5160,J,15,180
2019,2,210,13,5170,J,29,390
2019,2,210,13,5180,J,16,226
2019,2,210,13,6000,J,6,79
2019,2,210,13,6110,J,12,167
2019,2,210,13,6120,J,3,37
2019,2,210,13,6130,J,1,11
2019,2,210,13,6210,J,1,13
2019,2,210,13,6310,J,5,64
2019,2,210,13,7000,J,24,341
2019,2,210,13,7110,J,18,259
2019,2,210,13,7120,J,10,138
2019,2,210,13,7210,J,25,354
2019,2,210,13,7220,J,2,22
2019,2,210,21,2000,J,3,72
2019,2,210,21,2020,J,2,51
2019,2,210,21,2030,J,1,28
2019,2,210,21,2060,J,3,62
2019,2,210,21,2070,J,2,44
2019,2,210,21,2110,J,3,72
2019,2,210,21,2140,J,2,52
2019,2,210,21,3000,J,1,28
2019,2,210,21,3010,J,2,52
2019,2,210,21,3020,J,1,23
2019,2,210,21,3130,J,2,46
2019,2,210,21,4000,J,3,75
2019,2,210,21,4010,J,1,25
2019,2,210,21,4140,J,1,22
2019,2,210,21,5000,J,11,264
2019,2,210,21,5010,J,4,101
2019,2,210,21,5110,J,19,466
2019,2,210,21,5120,J,14,333
2019,2,210,21,5130,J,6,132
2019,2,210,21,5140,J,7,179
2019,2,210,21,5160,J,7,156
2019,2,210,21,5170,J,11,276
2019,2,210,21,5180,J,5,116
2019,2,210,21,6000,J,2,46
2019,2,210,21,6120,J,2,54
2019,2,210,21,7000,J,8,211
2019,2,210,21,7110,J,15,358
2019,2,210,21,7120,J,5,115
2019,2,210,21,7210,J,13,305
2019,2,210,21,7220,J,1,27
2019,2,210,21,7230,J,1,23
2019,2,210,22,2000,J,3,104
2019,2,210,22,2020,J,2,69
2019,2,210,22,2030,J,1,31
2019,2,210,22,2040,J,2,86
2019,2,210,22,2060,J,2,89
2019,2,210,22,2070,J,7,274
2019,2,210,22,2110,J,3,103
2019,2,210,22,2130,J,2,78
2019,2,210,22,2140,J,3,123
2019,2,210,22,3010,J,1,30
2019,2,210,22,3020,J,2,85
2019,2,210,22,3120,J,1,37
2019,2,210,22,3130,J,3,131
2019,2,210,22,3140,J,1,37
2019,2,210,22,4000,J,4,132
2019,2,210,22,4010,J,1,30
2019,2,210,22,4120,J,2,79
2019,2,210,22,5000,J,25,943
2019,2,210,22,5010,J,10,370
2019,2,210,22,5110,J,17,642
2019,2,210,22,5120,J,7,248
2019,2,210,22,5130,J,5,199
2019,2,210,22,5140,J,11,424
2019,2,210,22,5160,J,10,390
2019,2,210,22,5170,J,10,398
2019,2,210,22,5180,J,3,97
2019,2,210,22,6000,J,3,119
2019,2,210,22,6110,J,4,154
2019,2,210,22,6120,J,2,87
2019,2,210,22,6220,J,2,81
2019,2,210,22,7000,J,11,433
2019,2,210,22,7110,J,16,628
2019,2,210,22,7120,J,14,507
2019,2,210,22,7210,J,13,455
2019,2,210,22,7220,J,1,40
2019,2,210,31,2000,J,1,82
2019,2,210,31,2010,J,1,67
2019,2,210,31,2020,J,4,319
2019,2,210,31,2030,J,1,70
2019,2,210,31,2040,J,1,54
2019,2,210,31,2050,J,1,56
2019,2,210,31,2060,J,1,51
2019,2,210,31,2070,J,2,146
2019,2,210,31,2110,J,8,559
2019,2,210,31,2140,J,7,451
2019,2,210,31,3110,J,1,83
2019,2,210,31,3120,J,2,104
2019,2,210,31,3130,J,1,88
2019,2,210,31,3140,J,1,65
2019,2,210,31,4000,J,1,78
2019,2,210,31,4010,J,4,305
2019,2,210,31,4120,J,1,96
2019,2,210,31,5000,J,13,916
2019,2,210,31,5010,J,6,364
2019,2,210,31,5110,J,22,1489
2019,2,210,31,5120,J,4,277
2019,2,210,31,5130,J,5,400
2019,2,210,31,5140,J,13,917
2019,2,210,31,5160,J,10,668
2019,2,210,31,5170,J,18,1274
2019,2,210,31,5180,J,2,138
2019,2,210,31,6000,J,4,289
2019,2,210,31,6110,J,2,131
2019,2,210,31,6120,J,3,188
2019,2,210,31,6130,J,1,54
2019,2,210,31,6310,J,1,54
2019,2,210,31,7000,J,20,1422
2019,2,210,31,7110,J,25,1749
2019,2,210,31,7120,J,16,1108
2019,2,210,31,7210,J,17,1279
2019,2,210,31,7220,J,1,84
2019,2,210,43,2010,J,1,188
2019,2,210,43,2020,J,1,106
2019,2,210,43,2060,J,2,210
2019,2,210,43,2070,J,1,129
2019,2,210,43,2110,J,4,588
2019,2,210,43,2140,J,3,516
2019,2,210,43,3000,J,1,185
2019,2,210,43,4010,J,1,119
2019,2,210,43,4130,J,1,112
2019,2,210,43,4140,J,2,287
2019,2,210,43,5000,J,11,1645
2019,2,210,43,5010,J,4,512
2019,2,210,43,5110,J,36,5601
2019,2,210,43,5120,J,6,796
2019,2,210,43,5130,J,3,481
2019,2,210,43,5140,J,17,3156
2019,2,210,43,5160,J,4,875
2019,2,210,43,5170,J,15,2066
2019,2,210,43,5180,J,1,101
2019,2,210,43,6000,J,3,636
2019,2,210,43,6110,J,1,175
2019,2,210,43,6120,J,2,513
2019,2,210,43,6310,J,1,135
2019,2,210,43,7000,J,14,2445
2019,2,210,43,7110,J,18,2586
2019,2,210,43,7120,J,11,1781
2019,2,210,43,7210,J,13,2416
2019,2,210,43,7220,J,1,120
2019,2,210,51,2020,J,1,335
2019,2,210,51,2110,J,1,321
2019,2,210,51,3000,J,1,413
2019,2,210,51,3140,J,1,473
2019,2,210,51,4130,J,1,319
2019,2,210,51,5110,J,5,1986
2019,2,210,51,5140,J,3,1309
2019,2,210,51,5170,J,1,352
2019,2,210,51,7000,J,2,750
2019,2,210,51,7110,J,3,1099
2019,2,210,51,7120,J,2,732
2019,2,210,51,7210,J,2,606
2019,2,210,61,3130,J,1,720
2019,2,210,61,5110,J,1,537
2019,2,210,61,5170,J,2,1374
2019,2,210,61,7000,J,2,1605
2019,2,210,61,7110,J,3,1928
2019,2,210,61,7210,J,1,515
2019,2,210,73,5000,J,2,3778
2019,2,214,11,2000,J,27,41
2019,2,214,11,2010,J,4,6
2019,2,214,11,2020,J,13,18
2019,2,214,11,2030,J,7,12
2019,2,214,11,2040,J,6,15
2019,2,214,11,2050,J,16,24
2019,2,214,11,2060,J,22,37
2019,2,214,11,2070,J,124,222
2019,2,214,11,2110,J,19,29
2019,2,214,11,2120,J,22,49
2019,2,214,11,2130,J,31,56
2019,2,214,11,2140,J,28,41
2019,2,214,11,2150,J,3,6
2019,2,214,11,3000,J,21,39
2019,2,214,11,3010,J,15,24
2019,2,214,11,3020,J,47,85
2019,2,214,11,3110,J,47,101
2019,2,214,11,3120,J,38,52
2019,2,214,11,3130,J,110,199
2019,2,214,11,3140,J,46,92
2019,2,214,11,3150,J,7,12
2019,2,214,11,4000,J,83,146
2019,2,214,11,4010,J,122,232
2019,2,214,11,4110,J,68,125
2019,2,214,11,4120,J,68,119
2019,2,214,11,4130,J,20,33
2019,2,214,11,4140,J,21,39
2019,2,214,11,5000,J,49,80
2019,2,214,11,5010,J,72,137
2019,2,214,11,5110,J,132,265
2019,2,214,11,5120,J,86,155
2019,2,214,11,5130,J,44,67
2019,2,214,11,5140,J,60,105
2019,2,214,11,5160,J,298,538
2019,2,214,11,5170,J,77,128
2019,2,214,11,5180,J,122,215
2019,2,214,11,6000,J,78,128
2019,2,214,11,6110,J,61,97
2019,2,214,11,6120,J,39,73
2019,2,214,11,6130,J,31,63
2019,2,214,11,6210,J,57,105
2019,2,214,11,6220,J,41,68
2019,2,214,11,6310,J,30,52
2019,2,214,11,7000,J,91,153
2019,2,214,11,7110,J,83,163
2019,2,214,11,7120,J,86,163
2019,2,214,11,7210,J,84,132
2019,2,214,11,7220,J,43,71
2019,2,214,11,7230,J,10,18
2019,2,214,12,2000,J,2,14
2019,2,214,12,2020,J,4,29
2019,2,214,12,2030,J,1,7
2019,2,214,12,2040,J,5,31
2019,2,214,12,2050,J,1,7
2019,2,214,12,2060,J,5,34
2019,2,214,12,2070,J,67,453
2019,2,214,12,2110,J,15,99
2019,2,214,12,2120,J,14,98
2019,2,214,12,2130,J,12,87
2019,2,214,12,2140,J,11,77
2019,2,214,12,2150,J,7,47
2019,2,214,12,3000,J,6,39
2019,2,214,12,3010,J,12,80
2019,2,214,12,3020,J,17,106
2019,2,214,12,3110,J,44,281
2019,2,214,12,3120,J,17,118
2019,2,214,12,3130,J,39,272
2019,2,214,12,3140,J,14,96
2019,2,214,12,3150,J,3,16
2019,2,214,12,4000,J,35,243
2019,2,214,12,4010,J,50,343
2019,2,214,12,4110,J,43,303
2019,2,214,12,4120,J,19,130
2019,2,214,12,4130,J,6,45
2019,2,214,12,4140,J,16,112
2019,2,214,12,5000,J,25,163
2019,2,214,12,5010,J,27,184
2019,2,214,12,5110,J,70,466
2019,2,214,12,5120,J,38,253
2019,2,214,12,5130,J,12,75
2019,2,214,12,5140,J,28,180
2019,2,214,12,5160,J,89,604
2019,2,214,12,5170,J,26,175
2019,2,214,12,5180,J,38,258
2019,2,214,12,6000,J,43,301
2019,2,214,12,6110,J,28,191
2019,2,214,12,6120,J,5,34
2019,2,214,12,6130,J,21,143
2019,2,214,12,6210,J,23,165
2019,2,214,12,6220,J,20,149
2019,2,214,12,6310,J,19,127
2019,2,214,12,7000,J,37,260
2019,2,214,12,7110,J,46,318
2019,2,214,12,7120,J,39,269
2019,2,214,12,7210,J,41,253
2019,2,214,12,7220,J,17,117
2019,2,214,12,7230,J,7,57
2019,2,214,13,2020,J,4,54
2019,2,214,13,2040,J,2,32
2019,2,214,13,2050,J,4,45
2019,2,214,13,2060,J,1,19
2019,2,214,13,2070,J,48,671
2019,2,214,13,2110,J,14,212
2019,2,214,13,2120,J,7,87
2019,2,214,13,2130,J,37,518
2019,2,214,13,2140,J,20,289
2019,2,214,13,2150,J,17,231
2019,2,214,13,3000,J,7,97
2019,2,214,13,3010,J,8,129
2019,2,214,13,3020,J,12,166
2019,2,214,13,3110,J,29,420
2019,2,214,13,3120,J,13,193
2019,2,214,13,3130,J,39,543
2019,2,214,13,3140,J,32,464
2019,2,214,13,3150,J,8,101
2019,2,214,13,4000,J,23,319
2019,2,214,13,4010,J,33,454
2019,2,214,13,4110,J,48,675
2019,2,214,13,4120,J,25,346
2019,2,214,13,4130,J,16,204
2019,2,214,13,4140,J,21,276
2019,2,214,13,5000,J,13,175
2019,2,214,13,5010,J,15,204
2019,2,214,13,5110,J,46,630
2019,2,214,13,5120,J,22,302
2019,2,214,13,5130,J,8,104
2019,2,214,13,5140,J,8,118
2019,2,214,13,5160,J,76,1033
2019,2,214,13,5170,J,29,408
2019,2,214,13,5180,J,24,333
2019,2,214,13,6000,J,43,573
2019,2,214,13,6110,J,21,322
2019,2,214,13,6120,J,14,186
2019,2,214,13,6130,J,19,255
2019,2,214,13,6210,J,31,423
2019,2,214,13,6220,J,26,363
2019,2,214,13,6310,J,26,365
2019,2,214,13,7000,J,43,611
2019,2,214,13,7110,J,33,472
2019,2,214,13,7120,J,39,541
2019,2,214,13,7210,J,46,611
2019,2,214,13,7220,J,25,347
2019,2,214,13,7230,J,14,198
2019,2,214,21,2050,J,2,46
2019,2,214,21,2070,J,20,492
2019,2,214,21,2110,J,5,118
2019,2,214,21,2120,J,1,23
2019,2,214,21,2130,J,8,185
2019,2,214,21,2140,J,2,48
2019,2,214,21,2150,J,5,119
2019,2,214,21,3000,J,3,70
2019,2,214,21,3010,J,6,150
2019,2,214,21,3020,J,9,210
2019,2,214,21,3110,J,9,224
2019,2,214,21,3120,J,4,97
2019,2,214,21,3130,J,28,696
2019,2,214,21,3140,J,17,407
2019,2,214,21,3150,J,2,47
2019,2,214,21,4000,J,14,349
2019,2,214,21,4010,J,14,327
2019,2,214,21,4110,J,15,367
2019,2,214,21,4120,J,5,108
2019,2,214,21,4130,J,6,135
2019,2,214,21,4140,J,2,53
2019,2,214,21,5000,J,3,67
2019,2,214,21,5010,J,8,200
2019,2,214,21,5110,J,18,430
2019,2,214,21,5120,J,10,233
2019,2,214,21,5130,J,3,65
2019,2,214,21,5140,J,9,218
2019,2,214,21,5160,J,30,715
2019,2,214,21,5170,J,13,307
2019,2,214,21,5180,J,10,230
2019,2,214,21,6000,J,16,403
2019,2,214,21,6110,J,9,225
2019,2,214,21,6120,J,11,258
2019,2,214,21,6130,J,5,117
2019,2,214,21,6210,J,19,440
2019,2,214,21,6220,J,11,244
2019,2,214,21,6310,J,5,110
2019,2,214,21,7000,J,19,465
2019,2,214,21,7110,J,25,603
2019,2,214,21,7120,J,24,602
2019,2,214,21,7210,J,19,443
2019,2,214,21,7220,J,6,129
2019,2,214,21,7230,J,1,24
2019,2,214,22,2040,J,2,90
2019,2,214,22,2070,J,18,693
2019,2,214,22,2110,J,2,76
2019,2,214,22,2120,J,1,36
2019,2,214,22,2130,J,3,119
2019,2,214,22,2140,J,4,141
2019,2,214,22,2150,J,1,33
2019,2,214,22,3000,J,2,78
2019,2,214,22,3010,J,3,104
2019,2,214,22,3020,J,3,122
2019,2,214,22,3110,J,19,736
2019,2,214,22,3120,J,14,560
2019,2,214,22,3130,J,17,583
2019,2,214,22,3140,J,6,244
2019,2,214,22,3150,J,5,169
2019,2,214,22,4000,J,8,277
2019,2,214,22,4010,J,10,369
2019,2,214,22,4110,J,10,370
2019,2,214,22,4120,J,3,121
2019,2,214,22,4130,J,2,79
2019,2,214,22,4140,J,2,89
2019,2,214,22,5000,J,4,153
2019,2,214,22,5010,J,9,315
2019,2,214,22,5110,J,17,664
2019,2,214,22,5120,J,3,109
2019,2,214,22,5130,J,5,190
2019,2,214,22,5140,J,1,34
2019,2,214,22,5160,J,15,549
2019,2,214,22,5170,J,16,602
2019,2,214,22,5180,J,9,351
2019,2,214,22,6000,J,15,540
2019,2,214,22,6110,J,14,554
2019,2,214,22,6120,J,12,499
2019,2,214,22,6130,J,7,273
2019,2,214,22,6210,J,2,86
2019,2,214,22,6220,J,10,361
2019,2,214,22,6310,J,1,31
2019,2,214,22,7000,J,13,483
2019,2,214,22,7110,J,14,512
2019,2,214,22,7120,J,15,572
2019,2,214,22,7210,J,11,407
2019,2,214,22,7230,J,5,187
2019,2,214,31,2010,J,1,51
2019,2,214,31,2020,J,2,119
2019,2,214,31,2070,J,6,422
2019,2,214,31,2120,J,1,58
2019,2,214,31,2130,J,7,516
2019,2,214,31,2140,J,2,165
2019,2,214,31,2150,J,1,66
2019,2,214,31,3000,J,4,244
2019,2,214,31,3010,J,1,64
2019,2,214,31,3020,J,3,197
2019,2,214,31,3110,J,3,196
2019,2,214,31,3120,J,4,289
2019,2,214,31,3130,J,3,189
2019,2,214,31,3140,J,5,328
2019,2,214,31,4000,J,4,236
2019,2,214,31,4010,J,1,80
2019,2,214,31,4110,J,7,464
2019,2,214,31,4120,J,5,354
2019,2,214,31,4130,J,1,54
2019,2,214,31,5000,J,5,348
2019,2,214,31,5010,J,3,163
2019,2,214,31,5110,J,10,689
2019,2,214,31,5120,J,7,516
2019,2,214,31,5130,J,6,399
2019,2,214,31,5140,J,4,281
2019,2,214,31,5160,J,12,787
2019,2,214,31,5170,J,5,325
2019,2,214,31,5180,J,2,135
2019,2,214,31,6000,J,4,290
2019,2,214,31,6110,J,3,211
2019,2,214,31,6120,J,3,200
2019,2,214,31,6130,J,3,217
2019,2,214,31,6210,J,3,173
2019,2,214,31,6220,J,3,202
2019,2,214,31,7000,J,6,411
2019,2,214,31,7110,J,5,383
2019,2,214,31,7120,J,8,562
2019,2,214,31,7210,J,14,906
2019,2,214,31,7220,J,2,111
